duration,t_first_brake,t_first_cross,t_back_extreme,n_cross,n_brake,max_kd_sep,mean_kd_sep,mean_slope
15,,5.0,2,1,0,17.46,5.12,-4.849
11,5.0,1.0,2,1,2,17.7,7.04,7.354
46,7.0,3.0,2,11,7,19.23,6.36,-1.59
12,10.0,2.0,2,1,1,11.35,6.18,5.599
44,1.0,2.0,2,9,9,21.17,7.83,-1.652
21,3.0,1.0,4,3,2,9.99,3.9,3.019
23,6.0,4.0,2,5,1,14.09,3.85,-3.007
45,1.0,2.0,2,9,6,15.81,3.83,1.495
32,12.0,2.0,2,7,3,17.9,4.95,-2.02
21,7.0,2.0,21,5,2,16.37,5.0,2.954
24,8.0,3.0,2,5,2,17.13,7.45,-2.972
8,3.0,1.0,8,1,2,11.73,7.82,7.899
46,14.0,3.0,2,9,6,13.7,4.28,1.559
27,7.0,2.0,2,5,5,17.3,6.42,-2.783
19,19.0,2.0,2,5,1,11.96,5.44,3.971
13,7.0,4.0,2,1,1,13.83,5.85,-5.364
11,11.0,4.0,2,1,1,12.89,7.66,6.67
72,5.0,2.0,2,15,6,21.54,4.7,-1.065
7,7.0,1.0,2,1,1,18.73,8.87,10.04
16,14.0,2.0,2,5,1,24.43,5.98,-4.983
63,26.0,2.0,2,11,7,18.09,5.28,1.296
19,,2.0,2,3,0,11.02,4.86,-3.895
8,7.0,2.0,2,1,1,13.74,8.6,8.687
12,3.0,3.0,2,1,2,10.37,5.67,-5.471
22,12.0,4.0,2,5,2,12.76,5.06,2.94
25,7.0,4.0,2,5,5,14.58,6.32,-2.677
53,33.0,3.0,2,9,2,18.11,4.39,1.323
12,10.0,2.0,12,3,1,15.85,6.05,-5.25
41,11.0,2.0,2,9,6,15.92,6.5,1.78
26,8.0,2.0,2,7,2,13.01,3.86,-2.952
61,11.0,3.0,2,13,9,16.08,4.91,1.217
8,8.0,1.0,8,1,1,10.54,7.83,-7.907
11,11.0,4.0,2,1,1,16.68,7.32,6.796
16,2.0,1.0,2,3,3,14.59,8.89,-5.046
51,4.0,2.0,2,11,12,18.2,6.48,1.44
11,10.0,3.0,2,1,1,13.68,6.93,-6.448
11,2.0,2.0,2,1,1,12.79,6.37,6.671
25,11.0,3.0,2,5,5,15.34,5.97,-3.066
32,6.0,1.0,16,7,5,13.58,5.1,2.339
22,21.0,3.0,2,3,1,18.25,4.73,-3.477
69,14.0,3.0,2,11,10,15.79,6.17,1.135
49,1.0,4.0,2,7,5,20.49,4.51,-1.577
17,1.0,2.0,2,5,1,17.12,5.28,4.822
10,4.0,1.0,2,3,2,17.38,7.16,-7.225
32,5.0,2.0,2,5,4,13.67,3.33,2.127
26,3.0,2.0,5,5,4,10.18,4.09,-2.476
4,3.0,,4,0,1,21.36,16.8,17.47
44,2.0,1.0,12,11,5,10.03,4.19,-1.655
7,,2.0,2,1,0,19.19,9.42,9.57
31,2.0,2.0,5,7,6,16.53,6.3,2.115
50,4.0,3.0,2,13,6,15.18,3.7,-1.329
31,6.0,4.0,2,5,4,14.49,3.89,2.282
19,3.0,1.0,5,5,4,12.61,6.07,-4.044
30,3.0,1.0,21,5,7,22.0,7.82,2.363
65,6.0,2.0,2,15,5,18.87,5.3,1.069
15,,4.0,2,1,0,15.26,5.26,-4.511
18,3.0,2.0,2,3,2,11.83,4.81,4.294
11,10.0,2.0,2,1,1,12.88,7.39,-7.274
33,15.0,1.0,2,9,4,11.76,3.67,2.152
51,11.0,1.0,24,11,8,16.3,5.78,-1.306
49,6.0,2.0,2,13,5,11.12,3.02,1.506
22,3.0,2.0,2,5,1,12.43,4.73,-3.11
77,1.0,2.0,2,17,9,15.81,5.19,0.988
34,14.0,2.0,2,3,5,15.56,6.23,-2.285
22,16.0,3.0,2,5,2,13.3,5.0,3.217
31,14.0,1.0,5,7,1,16.03,3.64,-2.185
37,6.0,1.0,16,9,6,16.5,5.98,1.889
24,15.0,1.0,24,3,3,11.24,2.92,-2.672
7,2.0,2.0,7,1,1,12.69,9.25,9.642
53,8.0,2.0,11,11,6,18.11,6.86,-1.183
12,11.0,3.0,2,1,1,16.08,6.03,5.892
13,12.0,1.0,2,3,1,15.16,5.71,-5.904
12,1.0,1.0,2,3,1,12.24,6.09,6.189
31,18.0,5.0,2,5,4,14.26,5.92,-2.119
32,2.0,1.0,2,7,4,12.32,3.48,2.207
8,5.0,2.0,2,1,1,17.96,8.55,-8.58
23,2.0,1.0,4,5,2,13.12,5.51,2.946
27,9.0,1.0,8,7,2,15.49,5.06,-2.517
19,10.0,7.0,2,3,2,20.11,5.54,3.732
46,23.0,11.0,2,7,4,16.03,5.07,-1.464
13,1.0,2.0,2,1,3,11.51,5.38,5.379
5,4.0,2.0,5,1,1,20.2,12.66,-13.761
106,6.0,2.0,2,21,11,14.11,4.74,0.759
21,4.0,6.0,2,3,3,14.41,4.85,-3.647
13,9.0,1.0,13,1,1,15.49,5.71,6.136
8,8.0,1.0,2,1,1,19.06,8.8,-9.668
18,3.0,2.0,2,3,3,10.32,4.11,3.971
27,1.0,1.0,5,7,4,18.73,4.55,-2.282
43,2.0,1.0,2,11,8,13.2,4.19,1.557
38,8.0,2.0,2,7,2,21.53,4.51,-2.175
40,4.0,2.0,2,11,4,20.6,5.04,2.046
33,13.0,3.0,2,9,3,16.31,3.42,-2.281
37,19.0,2.0,2,7,5,19.38,7.26,2.005
34,11.0,2.0,2,7,3,13.53,4.29,-2.064
17,2.0,2.0,17,3,3,8.8,4.4,3.93
14,6.0,5.0,2,3,1,21.96,5.61,-4.515
115,17.0,6.0,2,27,12,18.99,4.72,0.639
13,6.0,2.0,2,3,2,16.48,5.93,-5.546
57,2.0,1.0,3,15,6,16.28,4.21,1.087
49,9.0,3.0,2,11,6,12.09,5.23,-1.297
30,7.0,2.0,30,7,4,16.69,6.38,2.187
15,6.0,1.0,15,3,2,12.47,8.17,-4.392
97,9.0,2.0,2,15,16,22.12,5.93,0.747
47,15.0,2.0,2,9,5,14.53,5.02,-1.658
11,9.0,1.0,11,1,1,11.94,6.28,6.64
44,25.0,2.0,2,9,3,21.28,6.34,-1.784
43,5.0,1.0,12,13,6,12.19,3.82,1.645
11,10.0,2.0,2,1,1,11.23,6.69,-6.822
21,9.0,1.0,2,5,2,15.23,4.87,3.479
27,19.0,2.0,2,5,2,14.35,5.3,-2.457
24,4.0,2.0,6,5,2,11.9,4.03,2.638
9,,1.0,9,1,0,13.16,7.21,-7.581
21,2.0,3.0,2,3,3,16.12,4.41,3.138
39,8.0,3.0,2,9,5,14.21,5.68,-1.73
48,1.0,4.0,2,11,7,11.03,4.43,-1.415
55,10.0,2.0,2,15,7,12.57,3.27,1.298
42,13.0,2.0,2,13,4,12.9,3.78,-1.644
61,11.0,3.0,2,11,11,10.24,4.02,1.141
15,2.0,3.0,2,3,1,19.88,6.46,4.49
32,5.0,1.0,6,7,4,15.29,5.56,-1.925
82,1.0,3.0,2,15,10,15.36,4.45,0.824
32,1.0,5.0,2,7,4,15.19,4.51,-2.104
40,5.0,2.0,26,7,3,18.87,5.61,1.579
34,4.0,1.0,5,7,4,20.07,6.56,-1.903
11,3.0,1.0,11,3,3,12.45,5.87,5.949
10,8.0,2.0,10,1,1,9.49,6.03,-6.146
17,2.0,4.0,2,3,2,15.29,5.99,-3.965
14,13.0,3.0,2,3,1,22.63,6.63,-5.199
26,3.0,2.0,2,5,5,17.03,4.08,2.96
25,9.0,1.0,10,5,4,17.87,5.94,-2.794
31,9.0,1.0,2,7,4,14.76,5.44,2.092
21,8.0,2.0,2,3,2,14.0,4.67,-3.458
10,1.0,4.0,2,1,3,19.96,8.1,6.867
45,22.0,5.0,2,7,4,11.95,4.53,-1.495
39,19.0,3.0,2,5,2,12.42,3.08,1.873
24,2.0,5.0,2,5,3,14.58,5.12,-2.545
26,7.0,3.0,2,7,2,14.48,4.33,2.592
28,1.0,1.0,28,9,4,12.34,4.91,-2.454
12,11.0,1.0,12,1,1,8.95,5.96,6.225
51,5.0,1.0,7,11,7,16.6,5.63,-1.411
17,16.0,2.0,2,3,1,17.48,6.39,4.523
14,3.0,1.0,7,3,3,19.08,6.69,-4.759
60,8.0,1.0,23,11,7,13.98,5.32,1.12
13,11.0,1.0,13,3,1,11.19,5.74,4.778
17,3.0,2.0,2,3,2,15.89,5.93,4.151
8,7.0,1.0,8,1,1,15.09,8.61,-9.333
5,4.0,1.0,5,1,1,18.77,13.31,14.24
23,21.0,5.0,2,3,1,15.34,4.65,-3.059
121,2.0,2.0,2,28,16,15.72,4.58,0.262
10,,3.0,2,1,0,15.76,9.01,-7.614
23,2.0,1.0,2,5,4,15.88,6.45,3.163
107,1.0,5.0,2,23,14,19.27,5.43,-0.594
48,17.0,3.0,2,9,3,11.17,4.5,1.363
14,9.0,3.0,2,3,2,17.5,5.94,-4.483
5,3.0,1.0,5,1,1,22.12,13.44,14.153
87,2.0,7.0,2,15,9,12.73,3.76,0.731
61,3.0,2.0,2,11,12,17.26,5.25,-1.157
27,8.0,1.0,2,5,3,20.59,6.77,2.303
37,3.0,2.0,10,9,7,18.43,6.74,-1.984
41,5.0,9.0,41,6,7,18.5,5.71,1.577
19,13.0,1.0,2,7,2,18.1,5.1,-3.768
22,14.0,3.0,2,7,3,12.04,3.93,3.291
52,4.0,1.0,12,11,7,15.22,3.58,-1.343
26,16.0,1.0,16,3,3,19.78,6.79,2.73
52,1.0,1.0,3,11,10,17.43,4.94,-1.295
14,,3.0,2,1,0,14.18,5.74,5.226
41,14.0,3.0,2,7,4,18.12,5.36,1.743
12,11.0,2.0,12,1,1,12.42,5.77,-6.051
4,2.0,1.0,4,1,1,26.29,17.54,19.484
35,15.0,2.0,2,7,4,12.98,4.93,-2.256
19,2.0,1.0,2,5,2,14.52,5.12,3.636
14,,2.0,2,1,0,15.93,5.58,-5.359
9,,1.0,9,1,0,10.58,7.19,7.46
15,3.0,1.0,3,3,2,16.2,6.06,-4.377
10,2.0,1.0,10,1,2,12.09,6.46,6.789
78,12.0,3.0,2,15,11,18.15,4.87,-0.912
10,1.0,4.0,2,1,1,15.73,7.98,7.032
48,20.0,5.0,2,9,8,22.16,4.24,-1.776
61,1.0,1.0,2,11,7,12.62,3.56,1.302
42,2.0,2.0,2,9,5,17.94,6.31,-1.855
37,16.0,2.0,2,5,2,13.45,4.91,2.01
100,23.0,3.0,2,23,11,16.32,4.47,-0.684
42,6.0,2.0,2,11,7,20.44,6.88,1.732
32,3.0,1.0,5,5,6,19.57,7.65,-2.276
33,1.0,1.0,22,3,6,16.02,5.6,2.04
29,3.0,1.0,6,7,5,14.27,4.13,-2.264
83,16.0,3.0,2,13,9,17.06,4.78,0.841
42,2.0,5.0,2,9,3,11.82,3.56,-1.619
46,1.0,2.0,2,9,8,17.12,5.25,1.507
62,13.0,1.0,11,17,8,18.07,5.6,-1.199
29,7.0,1.0,2,9,3,7.9,3.33,2.678
95,16.0,2.0,2,21,12,21.86,4.55,-0.829
61,25.0,2.0,2,15,4,14.61,3.72,1.195
30,2.0,3.0,2,7,5,16.97,5.58,-2.155
31,7.0,1.0,8,5,4,11.65,4.49,2.293
8,7.0,2.0,8,1,1,12.26,8.15,-8.57
78,2.0,2.0,2,19,11,17.52,4.92,0.913
10,2.0,1.0,10,1,3,11.05,6.27,-6.612
7,,2.0,2,1,0,20.47,8.78,9.628
28,18.0,3.0,2,5,2,15.95,4.96,-2.681
6,,1.0,6,1,0,13.51,10.12,10.79
14,2.0,1.0,4,3,2,19.39,5.87,-4.458
13,2.0,1.0,13,3,2,8.79,4.95,5.139
9,8.0,3.0,2,1,1,18.09,9.92,7.315
15,,2.0,2,3,0,16.65,7.16,-4.627
51,2.0,1.0,2,11,6,16.6,4.67,1.297
6,4.0,1.0,6,1,1,16.08,10.26,-10.413
53,13.0,3.0,2,13,8,12.52,4.42,-1.243
32,4.0,2.0,9,7,6,14.37,4.15,2.213
24,4.0,1.0,2,3,3,14.9,4.1,-3.313
24,23.0,2.0,2,3,1,15.94,4.52,3.47
52,13.0,1.0,2,9,7,18.71,5.73,-1.433
24,1.0,3.0,2,5,4,21.63,4.86,2.974
9,2.0,4.0,2,1,2,20.08,8.7,8.122
79,17.0,2.0,2,17,5,16.3,3.39,-0.995
41,9.0,4.0,2,5,9,15.57,5.13,1.931
70,6.0,2.0,2,13,5,16.79,3.63,-1.126
23,11.0,1.0,23,5,3,14.77,6.55,3.155
41,2.0,1.0,2,7,5,12.84,3.77,-1.762
106,5.0,2.0,2,19,13,15.85,5.25,0.622
53,5.0,2.0,2,9,7,12.56,4.85,-1.352
36,3.0,1.0,2,9,6,13.09,4.9,2.143
39,2.0,3.0,2,9,6,19.19,5.13,-1.916
4,3.0,1.0,4,1,1,21.25,15.77,16.62
14,6.0,1.0,14,3,3,9.62,5.85,-5.154
31,8.0,1.0,16,5,4,13.72,5.71,2.387
15,2.0,2.0,2,1,2,12.75,4.59,-4.734
28,16.0,2.0,2,7,2,13.63,3.82,2.427
121,8.0,1.0,23,23,21,14.38,5.25,-0.246
18,2.0,5.0,2,1,3,11.52,4.88,4.205
23,,2.0,2,3,0,11.28,3.84,-3.079
34,2.0,2.0,27,7,3,13.61,6.85,1.987
68,4.0,2.0,10,15,7,15.46,3.92,-1.048
12,2.0,2.0,12,1,3,11.9,5.96,6.169
10,4.0,3.0,2,1,1,11.7,7.95,-7.099
69,1.0,2.0,2,15,9,18.01,5.91,1.022
7,,2.0,2,1,0,18.57,10.03,-10.587
26,1.0,3.0,2,5,5,11.23,3.57,2.685
33,13.0,2.0,2,7,3,20.69,7.09,-2.22
26,3.0,1.0,13,5,3,13.31,4.72,2.615
16,8.0,2.0,9,3,2,16.88,8.91,4.172
59,2.0,6.0,2,11,5,14.94,4.23,-1.232
6,3.0,1.0,6,1,2,18.32,11.53,12.311
16,,3.0,2,3,0,17.87,5.67,-4.85
12,2.0,2.0,2,1,3,19.3,6.23,6.526
48,10.0,1.0,27,11,6,13.99,5.25,-1.408
17,12.0,2.0,2,3,1,19.06,5.45,4.395
15,15.0,3.0,2,3,1,18.44,5.75,-4.72
69,3.0,1.0,10,15,8,14.91,5.26,0.971
21,2.0,3.0,21,4,3,19.13,5.75,-3.155
51,2.0,4.0,2,11,8,22.11,6.53,1.477
71,10.0,3.0,2,15,9,13.9,3.39,-1.016
14,,2.0,2,3,0,15.35,6.15,5.254
39,1.0,1.0,4,9,3,16.27,5.62,-1.749
12,6.0,4.0,2,1,1,20.26,6.89,6.151
76,11.0,2.0,2,13,9,20.98,6.63,-1.048
20,1.0,1.0,20,5,3,23.48,4.86,3.547
32,9.0,2.0,32,7,4,15.82,5.88,-2.182
17,14.0,2.0,2,3,1,12.36,5.39,4.469
37,2.0,5.0,2,9,6,11.51,3.72,-1.911
21,1.0,3.0,2,3,3,15.38,4.29,3.628
72,3.0,3.0,2,13,7,17.68,5.36,-0.98
59,2.0,2.0,2,11,12,17.76,6.07,1.235
7,2.0,1.0,7,1,1,12.68,9.41,-10.29
14,2.0,6.0,2,1,3,14.18,6.08,5.5
28,2.0,1.0,23,5,4,20.18,7.65,-2.504
60,21.0,3.0,2,15,5,17.92,4.5,1.143
54,4.0,5.0,2,11,6,16.15,5.42,-1.338
14,3.0,5.0,2,1,1,20.19,6.4,4.973
30,1.0,6.0,2,3,5,18.41,5.75,-2.385
10,7.0,2.0,2,1,1,11.47,6.89,7.067
6,,1.0,6,1,0,13.56,10.48,-10.885
16,7.0,2.0,2,3,3,19.27,6.93,4.654
17,4.0,1.0,17,5,3,14.52,7.53,-4.337
22,15.0,1.0,2,5,3,11.7,4.55,3.706
43,17.0,6.0,2,9,4,21.65,5.09,-1.651
14,9.0,4.0,2,1,2,14.39,5.89,5.018
6,5.0,,6,0,1,16.16,10.74,-11.012
34,5.0,2.0,2,7,3,15.8,6.07,2.175
37,15.0,2.0,2,9,5,23.05,5.69,-1.954
29,4.0,1.0,21,5,6,17.42,7.53,2.522
13,,1.0,13,1,0,9.13,4.83,-4.952
26,25.0,3.0,2,3,1,11.32,3.6,2.567
12,3.0,1.0,12,1,2,9.16,5.04,-5.168
14,14.0,3.0,2,3,1,14.98,5.98,5.281
20,17.0,2.0,2,5,1,14.15,3.98,-3.595
18,3.0,6.0,2,1,1,11.46,4.79,-3.671
91,14.0,2.0,2,19,12,15.56,5.78,0.811
29,10.0,3.0,2,3,3,15.24,6.58,-2.32
9,,4.0,2,1,0,19.66,9.12,8.22
28,5.0,1.0,16,5,5,15.35,6.54,-2.529
12,6.0,2.0,2,3,2,17.24,6.45,5.97
78,41.0,2.0,2,17,6,20.5,4.86,-0.928
25,17.0,2.0,2,3,3,10.75,4.5,2.706
20,2.0,1.0,8,5,3,20.73,6.43,-3.459
45,7.0,2.0,2,9,7,20.08,6.51,1.61
16,9.0,1.0,16,5,2,15.09,4.93,-4.165
5,3.0,1.0,5,1,1,20.48,13.28,14.093
39,18.0,1.0,2,9,2,11.53,4.4,-1.981
19,2.0,1.0,7,5,3,18.54,5.74,3.497
55,12.0,3.0,2,13,7,23.67,4.77,-1.367
7,3.0,1.0,7,1,1,12.77,9.06,9.651
13,3.0,2.0,2,3,1,16.56,6.03,-5.547
75,7.0,2.0,2,15,7,18.98,4.95,0.927
32,1.0,5.0,2,7,4,12.7,4.05,-2.219
15,4.0,1.0,2,1,3,15.63,4.53,4.654
15,4.0,2.0,15,3,2,14.71,4.41,4.184
9,1.0,1.0,9,3,1,12.9,6.8,-7.226
5,2.0,1.0,5,1,1,17.93,12.86,13.463
83,5.0,1.0,14,15,8,17.3,5.27,-0.833
53,1.0,2.0,2,9,7,17.26,5.4,1.405
12,12.0,2.0,2,3,1,21.33,7.73,-6.088
27,2.0,1.0,9,7,4,9.9,4.28,2.602
101,8.0,3.0,2,19,9,18.16,4.78,-0.745
34,10.0,2.0,2,9,5,11.25,4.03,2.097
121,19.0,4.0,2,26,13,20.45,4.85,-0.337
22,15.0,2.0,2,3,2,10.82,5.03,3.356
38,3.0,2.0,2,7,2,16.48,3.5,-1.932
14,4.0,2.0,2,3,1,18.89,5.31,5.388
102,4.0,3.0,2,23,14,19.83,4.68,-0.728
72,8.0,1.0,25,13,8,18.96,6.14,1.014
12,,4.0,2,1,0,13.42,6.69,-6.558
12,12.0,2.0,2,3,1,17.69,6.46,6.372
8,3.0,1.0,8,3,2,19.38,9.25,-8.378
10,8.0,2.0,2,1,1,11.27,6.81,7.123
6,,2.0,2,1,0,21.3,12.6,-12.049
65,1.0,2.0,2,13,12,19.42,6.13,1.133
16,3.0,1.0,2,3,3,17.22,6.79,-4.765
56,1.0,2.0,2,12,8,16.75,3.32,1.155
33,10.0,3.0,2,7,4,15.32,5.24,-2.257
43,1.0,9.0,2,11,3,18.12,3.47,1.654
22,12.0,2.0,2,4,1,11.26,4.47,-2.932
22,2.0,1.0,22,7,5,15.72,5.16,3.122
46,3.0,1.0,2,5,8,16.02,4.92,-1.474
20,8.0,1.0,20,5,1,17.31,5.96,3.332
10,2.0,2.0,2,1,2,16.93,7.5,-7.795
41,9.0,3.0,2,9,3,11.87,3.84,1.84
16,3.0,5.0,2,1,1,11.47,4.79,-3.918
25,1.0,1.0,10,5,3,21.0,5.29,2.934
9,,2.0,2,1,0,15.22,8.07,-8.207
13,,4.0,2,1,0,18.77,6.43,5.95
8,,1.0,2,1,0,17.25,9.36,-9.646
19,3.0,1.0,19,5,2,10.04,4.52,3.371
18,3.0,8.0,2,3,2,12.6,4.41,-3.47
30,15.0,1.0,7,7,2,20.3,5.77,2.197
11,11.0,3.0,2,1,1,16.5,6.81,-6.707
71,9.0,2.0,2,13,13,18.08,5.42,1.063
58,1.0,3.0,2,13,9,18.4,5.7,-1.27
6,4.0,1.0,6,1,1,17.06,11.85,12.416
68,14.0,1.0,5,17,5,16.43,4.5,-0.998
9,,3.0,2,1,0,17.42,8.12,7.798
77,2.0,5.0,2,17,9,20.35,4.8,-0.88
29,9.0,2.0,11,5,3,18.33,6.77,2.406
11,11.0,2.0,2,1,1,12.99,6.78,-6.775
30,15.0,2.0,2,7,1,20.12,5.21,2.362
31,23.0,6.0,2,7,1,14.78,4.77,-2.142
31,12.0,3.0,2,3,7,12.68,5.88,2.297
20,5.0,1.0,3,7,1,10.99,3.76,-3.26
84,2.0,3.0,2,19,10,14.35,4.18,0.899
8,8.0,1.0,8,1,1,11.07,7.52,-7.836
17,7.0,3.0,2,3,2,16.79,5.65,4.248
85,5.0,2.0,45,23,9,14.32,4.78,-0.805
6,5.0,2.0,6,1,1,17.49,11.3,-10.948
50,5.0,2.0,2,13,8,13.61,4.23,1.453
36,17.0,3.0,2,5,2,16.46,3.36,-2.137
20,7.0,1.0,20,5,3,12.84,6.37,3.6
11,6.0,1.0,11,1,2,10.45,5.96,-6.34
11,10.0,1.0,11,1,1,9.25,5.73,5.772
69,15.0,3.0,2,13,7,13.97,4.75,-1.038
25,4.0,1.0,25,5,5,14.03,6.69,2.705
7,5.0,2.0,7,1,1,16.96,9.62,-9.816
27,1.0,2.0,2,9,6,15.56,3.53,2.612
25,15.0,1.0,5,5,2,12.17,5.01,-2.848
41,5.0,9.0,2,7,3,14.58,4.26,1.763
92,22.0,2.0,2,23,8,17.14,3.78,-0.828
47,4.0,2.0,2,7,4,14.74,5.55,1.566
32,6.0,2.0,2,7,6,10.8,4.03,-2.381
26,24.0,4.0,2,3,1,11.33,4.58,2.931
29,,3.0,2,3,0,15.4,6.4,-2.56
12,1.0,4.0,2,1,2,15.22,7.4,5.474
45,1.0,5.0,2,7,7,11.74,3.28,-1.482
86,2.0,4.0,2,19,11,16.28,5.34,0.766
29,3.0,4.0,2,7,2,15.86,4.53,-2.328
32,7.0,1.0,4,9,4,13.0,3.51,2.079
59,20.0,4.0,2,11,5,15.8,5.08,-1.245
29,24.0,3.0,2,5,2,11.18,4.06,2.609
31,2.0,2.0,8,5,4,10.72,4.63,-2.194
37,10.0,3.0,2,11,4,14.98,4.17,1.91
8,2.0,1.0,2,1,1,11.86,8.74,-9.347
26,2.0,6.0,2,5,5,12.4,4.0,2.635
100,18.0,4.0,2,19,10,16.62,4.08,-0.711
25,24.0,3.0,2,7,1,12.2,3.98,2.808
7,2.0,1.0,7,1,1,16.47,9.11,-9.538
30,1.0,3.0,2,7,6,12.48,4.37,2.359
10,6.0,1.0,10,3,1,18.39,10.35,-6.393
36,1.0,7.0,2,7,5,13.89,4.01,1.911
59,1.0,4.0,2,13,8,14.34,5.04,-1.158
23,1.0,3.0,2,7,3,11.38,4.63,3.071
53,2.0,2.0,2,9,6,18.99,3.79,-1.292
11,5.0,6.0,11,2,2,17.67,7.84,6.349
110,6.0,1.0,20,23,16,15.51,5.14,-0.681
20,2.0,5.0,2,3,4,15.34,4.37,3.614
44,15.0,4.0,2,9,2,15.88,4.61,-1.659
13,2.0,2.0,2,3,3,17.68,5.75,5.993
9,2.0,1.0,9,1,2,11.89,8.25,-8.63
53,1.0,2.0,2,13,9,10.93,4.83,1.305
17,16.0,4.0,2,1,1,12.0,5.06,-4.195
49,14.0,4.0,2,11,6,18.64,5.35,1.324
22,2.0,2.0,2,5,2,18.96,4.37,-3.181
22,6.0,2.0,7,5,2,18.62,6.17,3.042
11,3.0,4.0,2,1,3,13.21,6.85,-6.319
13,1.0,4.0,2,3,3,26.41,6.62,-4.946
33,12.0,1.0,2,7,3,11.91,4.66,2.191
37,2.0,2.0,2,9,5,17.47,5.6,-1.891
21,13.0,1.0,8,5,2,15.81,5.03,3.01
18,18.0,6.0,2,1,1,11.85,4.38,-3.475
8,,2.0,2,1,0,13.0,8.07,7.913
17,3.0,2.0,2,3,2,17.01,6.64,-4.438
12,12.0,3.0,2,3,1,19.83,7.53,5.946
41,19.0,1.0,20,7,2,13.94,4.5,-1.628
8,6.0,1.0,8,1,1,14.63,7.52,7.6
17,10.0,5.0,2,3,2,19.45,6.74,-3.697
25,14.0,1.0,6,5,2,14.56,3.9,2.873
60,4.0,1.0,16,9,7,16.95,6.12,-1.084
4,4.0,1.0,4,1,1,23.72,16.11,17.833
16,8.0,2.0,2,3,2,13.05,5.41,-4.956
8,,2.0,2,1,0,13.88,9.02,9.084
12,2.0,4.0,2,1,2,17.5,6.93,-6.168
31,8.0,1.0,2,5,4,16.19,4.22,2.37
24,1.0,3.0,2,5,2,10.31,3.85,-3.348
19,2.0,5.0,2,3,1,12.05,4.2,3.677
49,5.0,1.0,6,9,3,12.2,4.74,-1.298
35,8.0,3.0,2,9,2,18.07,4.68,2.238
16,5.0,2.0,2,1,3,11.74,4.8,-4.907
27,3.0,1.0,9,5,4,9.82,4.39,2.67
86,9.0,3.0,2,17,11,15.26,4.3,-0.751
27,2.0,2.0,2,5,3,16.72,3.87,2.554
60,13.0,4.0,2,11,8,15.33,4.8,-1.056
10,10.0,2.0,10,1,1,10.92,6.79,6.842
12,7.0,3.0,2,1,2,11.32,6.24,-5.573
12,7.0,1.0,12,3,3,10.89,5.52,5.801
7,3.0,1.0,7,1,2,14.27,9.33,-9.617
23,10.0,3.0,2,3,3,10.39,4.15,2.748
84,1.0,3.0,2,13,11,14.03,4.48,-0.852
10,2.0,1.0,10,3,1,18.97,7.26,6.353
40,12.0,3.0,2,7,6,20.65,7.78,-1.9
10,,2.0,2,1,0,17.01,7.14,7.183
11,2.0,1.0,5,3,2,16.82,6.11,-6.052
63,22.0,1.0,16,15,8,15.29,3.97,1.037
32,5.0,2.0,8,7,3,9.02,4.14,-2.002
50,9.0,1.0,38,11,8,12.63,4.88,-1.266
10,,4.0,2,1,0,16.66,7.64,6.868
5,5.0,1.0,5,1,1,19.39,11.64,-13.006
33,18.0,5.0,2,3,2,14.38,4.71,2.335
17,2.0,5.0,2,1,1,12.47,5.2,-4.407
27,3.0,2.0,2,9,5,15.75,5.55,2.783
121,5.0,1.0,13,17,17,19.96,5.76,-0.513
37,1.0,4.0,2,5,4,14.87,5.06,1.705
10,,2.0,10,1,0,12.57,5.8,6.048
13,2.0,2.0,13,3,3,14.6,5.23,-5.256
11,7.0,1.0,11,3,1,12.47,6.09,5.869
11,,1.0,11,1,0,12.61,5.71,-6.008
16,7.0,1.0,2,3,1,15.32,4.53,4.327
5,1.0,1.0,5,1,1,19.49,12.11,-12.881
16,16.0,4.0,2,1,1,11.95,5.46,4.284
58,3.0,3.0,2,15,5,18.68,4.12,-1.199
35,16.0,3.0,2,3,3,14.81,6.01,2.076
11,4.0,1.0,11,3,2,13.55,5.86,-6.284
28,4.0,2.0,28,7,4,18.33,6.97,2.634
47,1.0,7.0,2,7,3,15.64,3.18,-1.571
86,2.0,2.0,2,19,8,13.3,4.54,0.822
53,1.0,1.0,53,11,6,17.73,6.25,-1.397
15,1.0,2.0,2,3,1,15.53,5.3,4.994
58,7.0,1.0,19,11,7,17.58,3.59,-1.155
13,8.0,3.0,2,1,1,10.81,6.46,6.042
9,2.0,2.0,2,1,2,17.35,8.36,-8.06
12,12.0,1.0,12,3,1,15.01,5.36,5.236
32,3.0,5.0,2,7,2,17.66,3.76,-2.034
37,27.0,2.0,2,7,2,19.49,8.15,1.993
38,12.0,4.0,2,5,5,8.56,4.4,-1.905
11,10.0,1.0,11,1,1,10.38,5.68,6.066
4,,1.0,4,1,0,20.42,15.19,-16.315
35,6.0,2.0,2,9,5,11.1,3.44,1.92
14,4.0,1.0,14,3,3,12.3,5.38,-5.318
67,22.0,2.0,2,15,3,16.42,3.93,1.122
67,5.0,4.0,2,15,9,17.56,4.99,-0.951
10,,1.0,10,3,0,11.85,6.76,7.136
42,1.0,1.0,2,9,4,21.25,5.48,-1.68
33,10.0,2.0,2,7,2,8.87,2.93,2.197
13,,3.0,2,3,0,19.6,7.28,-5.155
6,1.0,2.0,6,1,1,19.79,11.07,11.468
9,,2.0,2,1,0,16.28,7.39,-7.726
26,9.0,2.0,2,5,1,16.19,4.47,2.803
