duration,t_first_brake,t_first_cross,t_back_extreme,n_cross,n_brake,max_kd_sep,mean_kd_sep,mean_slope
14,1.0,3.0,2,3,2,14.74,5.2,-4.807
50,12.0,1.0,13,11,4,18.06,4.57,1.266
21,4.0,3.0,2,3,3,17.05,6.46,-3.234
65,3.0,2.0,2,15,9,17.19,4.75,1.055
21,4.0,2.0,2,3,2,9.71,4.92,-3.572
6,,1.0,6,1,0,19.68,10.96,11.122
18,10.0,2.0,2,5,2,17.16,5.36,4.09
21,3.0,2.0,2,3,4,10.47,4.5,-3.437
36,15.0,1.0,5,9,5,13.38,4.05,1.811
5,3.0,1.0,5,1,1,21.66,12.89,-13.543
40,8.0,1.0,4,7,5,16.33,6.04,1.656
22,3.0,1.0,5,5,3,11.38,4.69,-3.367
31,4.0,3.0,2,7,3,11.8,4.05,2.387
46,9.0,4.0,2,9,5,18.22,5.73,-1.632
37,14.0,1.0,2,5,2,16.47,5.5,1.886
15,1.0,4.0,2,3,2,10.29,5.39,-4.253
15,3.0,1.0,7,3,2,10.47,7.21,4.411
11,2.0,1.0,11,3,1,9.97,6.01,-5.958
22,4.0,1.0,22,5,5,8.98,4.29,2.842
6,5.0,1.0,6,1,1,13.77,10.41,-10.731
9,1.0,1.0,2,1,2,16.03,7.32,7.933
42,9.0,2.0,2,7,4,13.07,3.42,-1.71
47,1.0,1.0,17,11,6,14.83,5.45,1.345
57,16.0,3.0,2,11,6,13.02,5.02,-1.362
63,7.0,4.0,2,9,6,12.7,4.78,1.27
48,14.0,3.0,2,13,6,10.63,3.59,-1.662
97,6.0,1.0,2,19,14,17.66,5.84,0.744
4,3.0,1.0,4,1,1,21.26,15.45,-16.747
7,7.0,2.0,7,1,1,15.57,9.71,9.516
80,4.0,1.0,16,15,13,19.41,4.88,-0.875
10,7.0,2.0,2,1,1,17.3,7.82,7.609
24,10.0,1.0,11,3,2,15.15,6.22,-3.0
10,10.0,1.0,2,1,1,10.4,7.27,7.644
10,10.0,2.0,2,1,1,13.6,7.45,-7.239
15,14.0,3.0,2,1,1,15.15,5.63,4.915
40,15.0,2.0,2,9,3,17.04,5.22,-1.969
27,6.0,2.0,2,5,2,12.39,4.27,2.568
21,17.0,3.0,2,5,1,11.75,4.53,-3.502
21,1.0,1.0,2,5,2,12.14,4.16,3.144
49,17.0,1.0,18,9,3,10.24,4.54,-1.391
59,16.0,1.0,15,13,5,16.61,5.29,1.203
84,5.0,1.0,2,19,12,20.01,6.16,-0.865
38,2.0,1.0,4,11,5,20.46,5.68,1.716
15,,8.0,2,1,0,17.16,5.92,-4.385
28,2.0,3.0,2,7,1,19.0,3.71,2.575
11,9.0,1.0,11,1,1,13.64,6.18,-6.442
38,18.0,3.0,2,5,3,18.47,5.45,2.062
11,11.0,1.0,2,1,1,17.09,6.35,-6.531
68,14.0,4.0,2,13,7,13.17,4.29,1.013
18,,4.0,2,3,0,14.44,5.42,-3.506
5,5.0,1.0,5,1,1,15.45,11.94,12.528
8,,3.0,2,1,0,17.14,9.94,-7.626
35,4.0,4.0,2,7,4,16.33,7.31,1.971
12,3.0,2.0,2,3,1,14.76,6.53,-6.567
28,13.0,2.0,2,3,4,14.38,7.06,2.729
17,12.0,1.0,6,3,1,16.25,4.88,-3.745
19,18.0,1.0,4,3,1,10.83,4.34,3.552
94,4.0,1.0,4,23,13,17.98,5.04,-0.805
79,12.0,3.0,2,17,12,19.08,5.17,1.037
18,4.0,2.0,2,3,2,12.4,4.78,-4.488
15,6.0,3.0,2,5,2,26.17,6.2,5.087
12,,2.0,2,1,0,17.53,6.44,-6.749
22,5.0,2.0,2,5,2,16.13,4.23,3.491
20,18.0,6.0,2,3,2,16.84,4.84,-3.189
6,,2.0,6,1,0,18.97,11.94,-11.293
49,22.0,4.0,2,13,4,14.36,4.35,1.528
8,7.0,2.0,2,1,1,17.21,10.47,-9.772
42,2.0,1.0,2,11,4,15.86,4.81,1.73
36,16.0,2.0,2,7,2,13.44,5.66,-2.135
38,12.0,2.0,2,9,2,11.6,4.52,1.879
28,5.0,3.0,2,5,6,9.27,4.43,2.417
47,2.0,5.0,2,9,5,13.04,5.24,-1.668
25,7.0,2.0,2,5,3,20.09,8.1,2.84
9,7.0,1.0,9,1,2,9.58,6.73,-7.142
16,,4.0,2,1,0,14.53,5.36,4.638
8,,3.0,2,1,0,20.4,10.64,-9.734
28,1.0,5.0,2,7,4,12.43,4.22,2.545
21,11.0,4.0,2,3,2,16.54,3.98,-3.232
34,3.0,2.0,2,7,6,18.8,6.37,2.258
16,,2.0,2,3,0,14.3,5.13,-4.764
14,2.0,7.0,2,1,2,14.46,6.29,-4.538
32,2.0,2.0,9,5,5,17.16,7.58,1.918
16,3.0,3.0,2,3,2,11.31,5.07,-4.02
11,5.0,2.0,2,3,2,14.99,5.97,6.198
13,2.0,3.0,2,3,1,13.2,5.93,-5.342
35,1.0,4.0,2,9,3,12.73,4.24,2.038
26,4.0,3.0,2,5,4,8.42,4.07,-2.657
15,,5.0,2,1,0,14.32,5.52,4.621
36,3.0,5.0,2,9,4,19.89,6.12,-1.859
65,2.0,1.0,30,11,8,20.11,5.44,0.972
46,4.0,5.0,2,9,8,11.63,4.61,-1.559
72,3.0,1.0,13,15,9,15.24,4.25,0.954
58,3.0,6.0,2,11,5,19.47,5.16,-1.247
45,11.0,3.0,2,11,4,16.2,4.58,-1.406
39,1.0,4.0,2,7,6,14.26,5.27,1.76
28,1.0,1.0,28,9,7,10.98,3.74,-2.28
56,7.0,2.0,2,13,9,14.01,5.96,1.296
5,3.0,1.0,5,1,1,18.12,13.36,-13.821
20,1.0,2.0,2,5,3,11.25,4.07,3.424
15,6.0,2.0,15,3,2,11.06,4.26,-4.391
66,5.0,1.0,28,11,5,12.17,5.36,1.109
62,1.0,2.0,2,15,10,16.52,5.79,-1.221
38,21.0,3.0,2,7,5,10.06,4.53,1.997
14,12.0,2.0,2,3,1,14.65,5.35,-5.033
20,2.0,1.0,20,5,7,18.86,6.38,3.135
17,3.0,2.0,2,3,3,9.08,4.14,-3.944
56,10.0,1.0,25,7,9,15.59,5.14,1.131
13,4.0,6.0,2,1,2,19.12,6.35,-5.35
19,14.0,1.0,5,3,3,9.7,5.06,3.875
40,17.0,1.0,2,7,5,13.79,4.28,-1.742
7,,3.0,2,1,0,20.21,11.13,10.099
17,2.0,1.0,17,5,1,12.4,5.21,-3.898
54,6.0,3.0,2,13,6,17.87,4.65,1.319
16,14.0,4.0,2,1,1,19.76,5.4,-4.663
10,,3.0,2,1,0,18.69,6.97,7.072
15,15.0,3.0,2,1,1,14.02,5.77,-5.083
60,7.0,2.0,8,11,6,15.83,4.25,1.192
121,3.0,1.0,5,25,20,16.17,4.86,0.032
13,5.0,8.0,2,2,2,16.75,6.31,-5.302
5,5.0,1.0,5,1,1,17.74,12.53,13.714
114,14.0,2.0,2,21,13,21.53,5.07,-0.601
15,7.0,3.0,2,1,1,9.6,5.28,-4.371
41,2.0,2.0,2,7,2,15.0,3.26,1.682
28,2.0,2.0,2,7,2,16.61,5.93,-2.645
42,12.0,1.0,2,15,3,8.62,2.93,1.669
40,1.0,2.0,2,7,8,18.24,6.33,-1.723
14,6.0,3.0,2,3,1,14.39,5.82,4.522
26,6.0,1.0,26,3,5,16.56,6.27,-2.511
17,1.0,1.0,17,5,4,12.51,4.15,3.851
33,1.0,1.0,20,7,3,16.57,6.1,-2.012
11,1.0,6.0,2,1,1,20.5,7.09,6.039
76,18.0,2.0,2,17,7,11.95,4.46,-1.051
9,8.0,2.0,2,1,1,23.41,9.5,9.477
17,1.0,3.0,2,3,2,16.05,4.98,-4.859
56,17.0,2.0,2,11,6,14.47,4.73,1.451
32,16.0,2.0,2,5,2,15.05,5.81,-2.329
52,20.0,3.0,2,9,4,15.25,4.78,1.338
38,18.0,4.0,2,9,2,14.87,3.37,-1.747
71,5.0,3.0,2,15,10,16.02,5.96,0.894
29,21.0,2.0,2,3,2,16.54,6.56,-2.602
48,2.0,1.0,6,11,7,12.76,5.53,1.468
49,15.0,1.0,4,11,8,10.04,4.48,-1.375
18,18.0,3.0,2,3,1,20.17,4.91,4.249
20,4.0,1.0,6,3,2,13.27,5.42,-3.357
25,1.0,6.0,2,5,3,18.89,4.54,2.666
21,12.0,1.0,6,3,2,22.13,4.96,-3.377
12,,2.0,2,1,0,10.84,6.09,6.212
111,5.0,6.0,2,17,12,16.89,4.7,-0.619
28,7.0,2.0,2,5,2,11.13,4.19,2.541
28,1.0,4.0,2,5,1,14.74,3.95,-2.559
48,2.0,1.0,48,11,6,15.87,5.53,1.302
20,2.0,5.0,2,1,2,10.73,4.26,-3.62
23,14.0,2.0,2,5,2,9.54,3.49,2.98
31,1.0,4.0,2,5,2,13.57,5.71,2.047
64,4.0,1.0,20,11,10,15.83,6.88,-1.088
13,6.0,2.0,2,3,1,19.21,5.74,5.939
46,6.0,1.0,7,9,3,15.61,6.01,-1.582
11,11.0,4.0,2,1,1,14.5,6.74,6.158
13,,4.0,2,3,0,19.78,5.62,-5.19
82,11.0,2.0,2,19,11,13.46,5.02,0.893
24,4.0,2.0,2,5,1,15.26,4.12,-3.058
29,1.0,3.0,2,7,3,12.69,4.22,2.497
26,16.0,2.0,2,5,2,17.34,5.35,2.722
101,3.0,1.0,84,15,18,20.31,5.74,-0.743
30,7.0,1.0,7,7,3,10.13,5.16,2.435
55,14.0,2.0,2,13,7,18.94,4.8,-1.306
30,10.0,3.0,2,5,3,15.94,6.59,2.186
11,4.0,2.0,2,1,2,10.48,6.5,6.413
5,,,5,0,0,19.25,12.74,-12.696
36,13.0,2.0,2,7,3,15.72,3.74,2.154
7,7.0,2.0,2,1,1,19.25,10.18,-10.67
15,3.0,2.0,2,3,2,13.77,4.76,4.513
7,2.0,1.0,7,1,2,16.03,9.3,-9.7
6,2.0,,6,0,1,15.0,10.69,10.876
9,8.0,4.0,2,1,1,18.36,8.06,-7.807
41,5.0,2.0,2,7,5,17.13,4.16,1.706
18,8.0,1.0,18,5,2,9.43,5.25,-3.954
9,3.0,1.0,9,1,2,16.24,7.88,8.262
77,8.0,2.0,2,11,9,17.19,5.83,-0.964
24,13.0,1.0,14,3,1,10.09,4.69,2.754
17,3.0,6.0,2,1,2,12.63,5.32,-4.529
7,6.0,1.0,7,1,1,15.63,10.47,10.971
61,3.0,1.0,5,13,9,18.62,5.15,-1.105
48,10.0,2.0,2,11,8,14.03,4.21,-1.374
75,14.0,3.0,2,19,9,14.75,3.48,0.953
40,1.0,5.0,10,8,6,15.78,4.54,-1.574
27,9.0,2.0,19,5,3,16.9,6.4,2.718
13,,4.0,2,1,0,13.54,6.28,-5.811
68,1.0,1.0,2,11,6,12.19,4.42,1.067
59,3.0,1.0,8,11,6,20.13,7.54,-1.137
57,4.0,2.0,23,13,7,13.04,5.76,1.259
79,4.0,2.0,2,17,10,15.61,4.63,-0.973
27,5.0,1.0,16,3,3,14.77,7.04,2.47
21,12.0,1.0,21,3,3,11.25,5.0,-2.989
14,9.0,1.0,14,3,2,11.34,5.33,4.884
15,13.0,3.0,2,1,1,10.66,5.14,-4.894
13,12.0,3.0,2,1,1,10.06,6.06,5.477
26,3.0,13.0,2,1,3,11.83,3.57,-2.67
28,12.0,1.0,2,7,2,16.53,5.32,2.479
42,10.0,2.0,2,9,4,12.39,3.93,-1.738
18,8.0,2.0,2,3,2,13.2,7.38,3.748
13,,4.0,2,1,0,16.15,6.45,-4.805
10,1.0,2.0,2,1,2,12.24,6.46,6.568
24,,3.0,2,5,0,9.85,4.6,-3.118
19,3.0,2.0,2,5,2,17.62,4.64,3.813
15,13.0,2.0,2,1,1,11.33,5.05,-4.818
12,11.0,1.0,12,1,1,15.3,5.44,5.859
16,13.0,2.0,2,3,1,11.53,4.76,-4.482
38,15.0,3.0,2,7,4,13.52,4.92,1.715
29,28.0,1.0,14,9,1,20.99,5.9,-2.252
59,23.0,2.0,2,11,7,14.78,4.69,1.3
6,1.0,,6,0,2,13.19,10.23,-10.433
13,,3.0,2,1,0,13.38,5.33,5.164
23,3.0,2.0,2,5,3,15.18,4.68,-2.993
43,2.0,2.0,2,7,5,15.34,5.2,1.61
116,12.0,1.0,20,29,15,18.02,4.83,-0.572
9,,3.0,2,1,0,13.33,8.89,8.576
10,1.0,2.0,2,3,2,15.5,7.13,-7.334
31,7.0,2.0,2,3,3,14.71,4.5,2.109
5,3.0,2.0,5,1,1,22.22,12.78,-13.8
28,3.0,2.0,2,3,3,11.41,4.3,2.629
26,4.0,4.0,2,3,1,10.3,3.46,-2.363
10,9.0,1.0,10,1,1,11.4,6.26,6.523
20,18.0,3.0,2,1,1,10.57,4.13,-3.789
40,2.0,3.0,4,8,4,13.86,4.19,1.575
15,3.0,2.0,2,3,2,11.82,5.69,-4.784
22,22.0,2.0,2,3,1,14.41,4.73,3.516
94,19.0,2.0,2,19,12,17.54,4.86,-0.809
52,18.0,3.0,2,11,7,13.42,4.18,1.345
13,9.0,3.0,2,3,2,17.73,5.86,-5.095
17,,2.0,2,5,0,12.71,4.72,4.184
20,20.0,3.0,2,3,1,11.46,4.3,3.415
25,4.0,2.0,2,7,3,11.08,4.94,-2.784
73,19.0,6.0,2,11,8,20.04,4.85,0.897
40,13.0,4.0,2,9,6,14.99,5.26,-1.579
14,,3.0,2,3,0,15.62,4.72,4.62
61,20.0,3.0,2,11,10,13.89,4.11,-1.2
10,4.0,2.0,5,3,1,21.16,7.56,6.978
43,34.0,3.0,2,11,2,7.48,2.88,-1.692
19,4.0,3.0,2,3,3,10.88,3.97,3.391
70,13.0,3.0,2,11,5,11.94,4.45,-0.968
13,,4.0,2,1,0,14.32,5.87,5.175
89,8.0,3.0,2,17,12,12.52,4.54,-0.711
8,2.0,2.0,8,1,3,11.09,8.07,8.541
44,1.0,1.0,44,9,8,13.8,4.66,-1.547
36,2.0,5.0,2,5,5,12.13,4.55,2.09
38,1.0,3.0,2,9,5,12.54,3.02,-1.912
26,6.0,3.0,2,3,6,14.64,6.47,2.688
11,,2.0,2,3,0,17.74,7.04,-6.647
15,13.0,3.0,2,1,1,17.62,5.62,5.068
11,,2.0,2,3,0,17.54,7.09,-6.327
29,19.0,3.0,2,5,3,19.09,6.41,2.49
34,14.0,2.0,2,7,3,13.48,3.83,-2.121
31,3.0,3.0,2,9,4,17.58,3.99,-2.17
6,6.0,1.0,6,1,1,18.3,10.97,11.761
50,15.0,6.0,2,5,4,14.32,5.76,-1.479
49,16.0,2.0,2,11,6,16.27,5.46,1.585
13,,2.0,2,1,0,11.87,5.95,-5.94
15,11.0,1.0,2,3,2,13.27,5.12,4.881
9,8.0,1.0,9,1,1,14.54,7.48,-7.947
30,16.0,1.0,2,7,3,13.79,3.71,2.368
13,2.0,1.0,13,3,3,13.9,8.52,-5.259
42,5.0,3.0,2,9,7,14.15,4.84,1.571
6,6.0,1.0,6,1,1,14.59,10.6,-11.096
21,2.0,3.0,2,3,3,9.41,3.54,3.33
29,1.0,6.0,2,7,4,18.44,6.14,2.147
27,6.0,2.0,2,5,1,13.48,3.44,-2.378
100,12.0,1.0,82,23,15,15.54,4.48,0.667
63,10.0,3.0,2,11,5,11.39,3.74,-1.206
22,10.0,7.0,2,3,2,21.15,5.96,3.345
15,15.0,4.0,2,3,1,11.57,5.36,-4.764
17,16.0,2.0,2,1,1,12.6,4.75,4.5
26,18.0,4.0,2,3,3,14.57,4.08,-2.851
79,3.0,1.0,4,13,9,21.77,5.37,0.886
40,14.0,1.0,14,9,3,18.41,4.75,-1.722
43,7.0,2.0,2,11,6,12.44,3.78,1.751
42,15.0,2.0,2,7,4,13.33,4.59,-1.735
17,,8.0,2,3,0,15.16,5.2,4.228
24,4.0,1.0,16,5,5,17.3,8.36,-2.833
40,2.0,4.0,2,5,7,11.47,4.97,1.732
15,14.0,2.0,2,3,1,14.45,5.73,-5.218
11,10.0,2.0,2,3,1,16.32,7.4,6.757
15,6.0,2.0,2,3,2,13.56,5.52,-5.016
9,9.0,2.0,2,1,1,13.66,8.65,8.816
23,14.0,2.0,2,5,3,14.94,7.03,-3.45
85,4.0,1.0,2,19,11,17.03,5.42,0.859
35,15.0,3.0,2,9,4,18.67,4.73,-2.079
28,2.0,2.0,2,7,3,19.21,5.0,2.674
10,1.0,2.0,2,1,1,10.99,6.81,-6.879
14,14.0,1.0,14,3,1,9.06,5.09,4.666
17,10.0,3.0,2,3,2,10.32,4.47,-4.009
47,6.0,2.0,18,7,4,19.62,6.02,1.566
71,20.0,3.0,2,17,10,16.86,5.35,-1.04
18,1.0,3.0,2,3,2,15.06,4.72,3.761
35,1.0,9.0,2,3,5,16.45,5.83,-1.96
5,4.0,1.0,5,1,1,14.76,12.95,13.544
14,4.0,3.0,2,3,2,13.82,6.76,-5.471
12,12.0,3.0,2,1,1,14.83,6.56,6.393
28,14.0,3.0,2,7,3,12.81,5.76,-2.806
37,13.0,2.0,2,9,4,14.04,6.89,1.908
48,6.0,2.0,2,13,6,19.12,3.4,-1.622
37,12.0,2.0,2,5,2,18.15,6.42,1.901
10,8.0,1.0,10,1,1,13.09,5.93,-6.424
58,16.0,3.0,2,9,7,17.6,5.28,1.254
50,2.0,1.0,2,11,8,12.46,4.05,-1.281
10,7.0,3.0,2,1,1,16.71,7.49,6.938
61,19.0,1.0,2,15,6,19.95,3.99,-1.051
20,19.0,9.0,2,3,1,18.89,5.01,3.635
39,13.0,2.0,2,9,3,15.55,6.08,-2.018
16,1.0,4.0,2,3,1,19.03,5.71,4.452
12,12.0,2.0,2,1,1,12.07,6.27,-6.08
32,9.0,1.0,2,7,3,20.19,4.83,2.258
15,13.0,4.0,2,3,1,14.11,5.62,-5.198
12,4.0,1.0,7,3,2,19.28,8.23,6.555
14,6.0,3.0,2,3,2,14.1,5.8,-5.687
7,7.0,1.0,7,1,1,14.53,9.73,10.471
16,3.0,3.0,2,1,2,15.77,5.01,-4.556
60,15.0,4.0,2,9,6,15.63,5.02,1.063
30,24.0,2.0,2,7,2,20.8,7.12,-2.501
18,14.0,1.0,5,3,2,11.25,5.46,3.764
13,,3.0,2,1,0,13.91,5.76,4.954
58,21.0,4.0,2,13,3,15.14,4.24,-1.072
9,5.0,2.0,9,1,2,11.55,6.88,-7.113
33,6.0,2.0,2,7,3,12.19,4.11,1.963
115,5.0,3.0,2,25,13,23.07,4.26,-0.615
7,,3.0,2,1,0,21.12,10.14,10.165
13,2.0,2.0,2,1,2,13.08,5.29,-5.4
33,7.0,4.0,2,7,6,18.0,6.13,2.005
34,6.0,4.0,2,5,5,15.38,5.75,-2.253
12,11.0,2.0,2,1,1,13.88,5.97,5.801
37,12.0,3.0,2,5,3,16.69,5.36,-1.808
22,4.0,1.0,9,3,2,12.21,6.1,2.981
13,1.0,4.0,2,3,2,18.26,6.73,5.395
32,13.0,2.0,2,5,6,13.73,4.89,-2.336
34,3.0,1.0,6,7,4,18.7,6.43,2.034
113,6.0,1.0,9,31,13,21.28,4.17,-0.642
28,16.0,2.0,2,5,3,11.0,4.66,2.747
16,16.0,2.0,2,1,1,9.72,4.31,-4.353
28,11.0,1.0,20,5,4,15.28,6.24,2.414
39,13.0,3.0,2,9,4,15.28,3.8,-1.924
84,10.0,1.0,11,21,9,19.12,4.03,-0.789
11,,1.0,11,1,0,11.04,5.63,5.675
40,4.0,3.0,2,9,3,16.37,5.42,-1.753
27,2.0,1.0,13,5,3,15.44,4.68,2.401
25,9.0,2.0,2,3,4,17.54,7.56,-3.062
9,8.0,1.0,9,1,1,14.34,7.68,8.068
14,13.0,3.0,2,3,1,19.77,5.55,-5.079
73,14.0,2.0,2,13,7,10.86,3.45,0.988
11,11.0,2.0,2,1,1,16.85,6.77,-6.525
32,9.0,2.0,2,7,3,13.67,3.71,-2.294
31,1.0,6.0,2,5,3,12.85,4.23,2.343
14,11.0,2.0,2,3,1,12.2,5.28,-4.987
66,1.0,4.0,2,15,6,16.37,5.35,-1.022
31,2.0,3.0,2,7,3,11.22,3.41,2.457
50,11.0,2.0,2,11,7,16.86,5.75,-1.365
18,7.0,2.0,2,3,2,13.47,5.24,4.454
52,2.0,1.0,27,7,11,18.05,7.11,-1.35
24,17.0,3.0,2,3,2,17.11,4.64,-2.563
33,4.0,2.0,2,5,4,17.25,6.4,2.096
10,2.0,2.0,10,1,2,14.36,6.98,-7.322
11,8.0,2.0,2,3,1,21.05,6.87,7.088
20,6.0,1.0,20,3,3,10.07,5.18,-3.39
44,13.0,2.0,2,9,2,13.5,4.63,1.6
11,1.0,1.0,11,3,2,12.47,5.71,-5.633
94,2.0,1.0,5,19,11,18.22,5.63,0.736
23,13.0,1.0,8,5,3,19.39,5.58,-3.095
23,14.0,2.0,2,5,2,8.57,3.22,2.942
8,6.0,1.0,8,1,1,18.54,7.59,-7.841
58,3.0,2.0,4,11,7,15.4,4.76,-1.084
23,15.0,3.0,2,7,3,16.36,3.93,3.046
19,4.0,2.0,5,5,2,13.89,5.28,-3.66
13,12.0,1.0,2,1,1,11.65,5.44,5.773
21,14.0,2.0,2,5,2,17.96,5.18,-3.231
8,7.0,2.0,2,1,1,15.02,8.51,8.602
22,3.0,1.0,2,5,1,10.94,5.36,-3.533
16,16.0,3.0,2,3,1,19.51,5.12,4.62
18,2.0,1.0,18,5,4,17.76,4.93,-3.645
11,7.0,2.0,2,1,2,16.11,6.1,6.206
24,11.0,6.0,2,5,3,15.25,5.04,-2.921
11,1.0,1.0,11,1,3,9.48,5.8,6.148
109,1.0,2.0,2,25,15,17.52,4.95,-0.621
75,5.0,2.0,7,13,8,13.69,4.13,0.925
11,1.0,1.0,11,1,2,10.3,5.76,-5.84
26,18.0,4.0,2,7,2,15.38,3.64,2.642
14,1.0,2.0,2,3,3,14.13,7.66,-4.767
8,4.0,1.0,8,1,2,14.28,8.35,8.846
50,5.0,3.0,2,15,9,12.34,4.3,-1.446
30,7.0,2.0,2,5,2,8.72,4.07,2.539
47,4.0,1.0,21,11,9,16.4,5.0,-1.517
26,18.0,4.0,2,3,2,12.81,5.55,2.415
9,,1.0,9,1,0,12.68,6.69,-7.07
28,1.0,6.0,2,5,3,13.56,3.73,2.512
121,1.0,3.0,2,23,17,14.33,4.22,-0.454
15,15.0,2.0,4,3,1,12.27,5.55,-4.358
41,11.0,1.0,13,9,3,11.97,3.68,1.683
52,26.0,4.0,2,11,4,19.03,5.86,-1.367
35,4.0,1.0,14,5,6,17.93,5.73,1.839
53,6.0,2.0,2,11,6,15.12,4.53,-1.264
35,9.0,1.0,17,9,4,15.41,4.9,2.045
99,6.0,1.0,8,21,13,17.11,4.16,-0.697
27,8.0,5.0,2,5,2,15.75,4.69,2.351
12,,1.0,6,3,0,16.88,7.0,-5.614
22,1.0,4.0,2,5,4,19.14,4.43,3.05
19,4.0,3.0,2,5,3,16.15,4.9,-3.555
16,6.0,3.0,2,3,2,18.82,5.11,4.35
113,29.0,2.0,2,25,12,18.59,4.63,-0.608
20,2.0,4.0,2,3,2,19.05,5.73,3.548
36,3.0,1.0,8,7,7,15.78,6.44,-1.901
42,7.0,6.0,2,7,7,12.65,5.13,1.628
121,16.0,2.0,2,29,10,18.42,3.99,0.044
7,,,7,0,0,20.31,9.7,-10.22
12,,1.0,12,1,0,19.38,5.86,6.287
26,25.0,5.0,2,3,1,17.52,5.36,-2.912
47,17.0,2.0,2,9,6,16.78,3.59,1.511
35,8.0,3.0,2,7,5,14.44,4.87,-2.038
31,5.0,2.0,2,5,4,14.66,5.4,2.426
8,,2.0,2,1,0,15.03,8.81,-9.199
16,1.0,2.0,2,3,2,13.09,4.9,4.591
27,3.0,1.0,11,7,5,16.46,5.42,-2.701
21,14.0,1.0,2,7,3,17.15,3.84,3.457
16,3.0,1.0,5,3,2,17.64,6.38,-4.422
63,3.0,3.0,2,15,7,18.32,5.39,1.114
88,5.0,2.0,10,15,10,21.47,5.65,-0.815
41,14.0,2.0,2,13,5,14.29,3.11,1.886
4,3.0,,4,0,1,19.93,15.22,-15.804
6,1.0,1.0,6,1,1,14.1,10.54,10.616
19,1.0,1.0,2,3,3,9.89,4.25,-3.405
10,5.0,2.0,2,1,1,11.09,6.51,6.923
17,1.0,2.0,2,5,2,10.58,4.49,-3.927
13,,3.0,2,1,0,9.65,4.86,4.927
13,12.0,2.0,2,3,1,10.49,5.47,-4.992
79,3.0,4.0,2,13,10,15.67,5.71,-0.791
86,21.0,2.0,2,17,10,17.0,4.54,0.784
18,7.0,3.0,2,3,2,12.56,4.84,-3.947
8,8.0,2.0,2,1,1,15.53,8.62,8.917
13,3.0,2.0,2,3,1,12.6,6.49,-5.778
9,7.0,1.0,9,3,1,18.35,7.56,7.366
19,13.0,3.0,2,3,2,10.35,5.03,-3.615
14,14.0,2.0,2,3,1,13.5,5.89,5.303
11,10.0,1.0,5,3,1,20.86,8.51,-6.015
33,2.0,1.0,8,7,7,13.39,4.57,2.175
25,2.0,5.0,10,2,3,7.75,4.58,-2.419
20,12.0,3.0,2,3,2,10.42,3.59,3.359
14,10.0,3.0,2,3,2,14.59,5.8,-5.37
68,18.0,2.0,2,11,7,13.01,4.51,1.076
36,3.0,1.0,12,5,4,18.78,8.18,-1.798
16,1.0,1.0,16,3,2,15.37,6.18,4.516
35,18.0,2.0,2,7,4,14.7,4.64,-2.08
17,1.0,2.0,2,3,3,12.84,4.74,3.946
40,16.0,2.0,2,5,6,17.82,5.54,-1.906
29,15.0,2.0,2,5,3,13.68,5.22,2.396
24,3.0,8.0,2,3,3,13.96,4.73,-2.721
32,2.0,2.0,2,5,7,13.67,4.91,2.214
6,,1.0,6,1,0,16.87,11.39,-11.845
17,12.0,3.0,2,3,2,11.82,4.36,3.958
44,16.0,4.0,2,9,3,18.13,4.78,-1.478
11,1.0,1.0,2,1,2,15.33,5.5,6.013
63,6.0,2.0,2,13,8,21.05,5.51,-1.204
21,1.0,4.0,2,1,3,8.2,3.86,3.504
19,1.0,4.0,2,5,4,23.81,5.79,-3.325
52,23.0,4.0,2,9,4,13.51,4.54,1.269
18,1.0,5.0,2,1,3,13.89,4.58,-4.24
70,3.0,1.0,11,13,13,16.26,4.68,0.977
25,3.0,1.0,4,3,2,10.23,4.03,-2.659
5,2.0,1.0,5,1,2,19.66,12.53,13.057
10,,2.0,2,1,0,11.19,6.7,-6.595
43,11.0,5.0,2,11,3,14.97,3.51,1.636
43,8.0,3.0,2,9,7,16.22,5.28,-1.712
41,33.0,2.0,2,9,3,13.54,4.25,1.794
40,16.0,3.0,2,9,3,13.53,3.2,-1.702
15,2.0,2.0,15,3,4,10.65,5.96,-4.411
48,13.0,1.0,2,9,5,18.25,6.37,1.344
24,8.0,3.0,2,7,4,15.47,4.17,-2.746
12,10.0,4.0,2,1,1,18.44,7.15,6.194
50,1.0,2.0,2,7,6,12.82,3.3,-1.532
40,7.0,2.0,2,7,6,17.98,5.74,-1.672
26,3.0,2.0,2,3,1,17.05,4.96,2.777
51,3.0,1.0,15,7,11,17.08,6.55,-1.366
21,20.0,2.0,2,3,1,13.93,4.22,3.716
92,30.0,6.0,2,23,12,15.31,4.12,-0.833
41,2.0,1.0,26,5,6,21.69,5.74,1.751
16,,3.0,2,3,0,9.81,4.47,-4.188
41,9.0,2.0,2,9,6,15.29,6.73,1.637
58,13.0,3.0,2,11,3,12.1,4.4,-1.259
7,1.0,3.0,2,1,1,22.62,9.86,9.758
16,1.0,1.0,2,3,2,13.1,5.37,-4.385
18,8.0,1.0,18,3,3,16.19,7.09,4.52
12,12.0,1.0,2,1,1,14.3,6.11,-6.45
30,17.0,3.0,2,7,3,14.27,4.12,2.395
5,,1.0,5,1,0,15.65,12.46,-13.055
8,1.0,2.0,2,1,2,19.95,9.25,9.624
42,12.0,1.0,42,7,6,13.96,5.11,-1.665
12,12.0,2.0,2,1,1,9.84,5.82,5.674
